[11:11:58] [main/INFO]: ModLauncher running: args [--username, Den_lille, --version, forge-47.3.33, --gameDir, C:\Users\Antoine\curseforge\minecraft\Instances\New Project, --assetsDir, C:\Users\Antoine\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, 7ed56862d5bd49fa942d17b4a366804a, --accessToken, ????????, --clientId, NjZkYTA1MjctMjUyYi00YmRhLWE1MTAtODdiZWFhNGIzY2Uy, --xuid, 2535408021963911, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, C:\Users\Antoine\curseforge\minecraft\Install\quickPlay\java\1747991516766.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.33, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[11:11:58] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.15 by Microsoft; OS Windows 10 arch amd64 version 10.0
	at net.minecraft.world.level.storage.loot.entries.LootPoolSingletonContainer$Serializer.m_5921_(LootPoolSingletonContainer.java:129) ~[client-1.20.1-20230612.114412-srg.jar%23478!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootPoolEntryContainer$Serializer.m_7561_(LootPoolEntryContainer.java:86) ~[client-1.20.1-20230612.114412-srg.jar%23478!/:?]
	at net.minecraft.world.level.storage.loot.entries.LootPoolEntryContainer$Serializer.m_7561_(LootPoolEntryContainer.java:74) ~[client-1.20.1-20230612.114412-srg.jar%23478!/:?]
	at net.minecraft.world.level.storage.loot.GsonAdapterFactory$JsonAdapter.deserialize(GsonAdapterFactory.java:102) ~[client-1.20.1-20230612.114412-srg.jar%23478!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter.read(TreeTypeAdapter.java:76) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.TypeAdapterRuntimeTypeWrapper.read(TypeAdapterRuntimeTypeWrapper.java:40) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.ArrayTypeAdapter.read(ArrayTypeAdapter.java:72) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1214) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1319) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1290) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter$GsonContextImpl.deserialize(TreeTypeAdapter.java:179) ~[gson-2.10.jar%23107!/:?]
	at net.minecraft.util.GsonHelper.m_13808_(GsonHelper.java:463) ~[client-1.20.1-20230612.114412-srg.jar%23478!/:?]
	at net.minecraft.util.GsonHelper.m_13836_(GsonHelper.java:471) ~[client-1.20.1-20230612.114412-srg.jar%23478!/:?]
	at net.minecraft.world.level.storage.loot.LootPool$Serializer.deserialize(LootPool.java:192) ~[client-1.20.1-20230612.114412-srg.jar%23478!/:?]
	at net.minecraft.world.level.storage.loot.LootPool$Serializer.deserialize(LootPool.java:189) ~[client-1.20.1-20230612.114412-srg.jar%23478!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter.read(TreeTypeAdapter.java:76) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.TypeAdapterRuntimeTypeWrapper.read(TypeAdapterRuntimeTypeWrapper.java:40) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.ArrayTypeAdapter.read(ArrayTypeAdapter.java:72) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1214) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1319) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1290) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter$GsonContextImpl.deserialize(TreeTypeAdapter.java:179) ~[gson-2.10.jar%23107!/:?]
	at net.minecraft.util.GsonHelper.m_13808_(GsonHelper.java:463) ~[client-1.20.1-20230612.114412-srg.jar%23478!/:?]
	at net.minecraft.util.GsonHelper.m_13845_(GsonHelper.java:481) ~[client-1.20.1-20230612.114412-srg.jar%23478!/:?]
	at net.minecraft.world.level.storage.loot.LootTable$Serializer.deserialize(LootTable.java:294) ~[client-1.20.1-20230612.114412-srg.jar%23478!/:?]
	at net.minecraft.world.level.storage.loot.LootTable$Serializer.deserialize(LootTable.java:291) ~[client-1.20.1-20230612.114412-srg.jar%23478!/:?]
	at com.google.gson.internal.bind.TreeTypeAdapter.read(TreeTypeAdapter.java:76) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1214) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1319) ~[gson-2.10.jar%23107!/:?]
	at com.google.gson.Gson.fromJson(Gson.java:1261) ~[gson-2.10.jar%23107!/:?]
	at net.minecraftforge.common.ForgeHooks.loadLootTable(ForgeHooks.java:871) ~[forge-1.20.1-47.3.33-universal.jar%23483!/:?]
	at net.minecraftforge.common.ForgeHooks.lambda$getLootTableDeserializer$3(ForgeHooks.java:848) ~[forge-1.20.1-47.3.33-universal.jar%23483!/:?]
	at net.minecraft.world.level.storage.loot.LootDataType.deserialize(LootDataType.java:45) ~[client-1.20.1-20230612.114412-srg.jar%23478!/:?]
	at net.minecraft.world.level.storage.loot.LootDataManager.lambda$scheduleElementParse$4(LootDataManager.java:56) ~[client-1.20.1-20230612.114412-srg.jar%23478!/:?]
	at java.util.HashMap.forEach(HashMap.java:1421) ~[?:?]
	at net.minecraft.world.level.storage.loot.LootDataManager.m_278660_(LootDataManager.java:55) ~[client-1.20.1-20230612.114412-srg.jar%23478!/:?]
	at java.util.concurrent.CompletableFuture$AsyncRun.run(CompletableFuture.java:1804) ~[?:?]
	at java.util.concurrent.CompletableFuture$AsyncRun.exec(CompletableFuture.java:1796) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:373) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1182) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(ForkJoinPool.java:1655) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:1622) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:165) ~[?:?]
[11:34:55] [Server thread/WARN]: Found loot table element validation problem in {loot_tables:terrainslabs:blocks/gravel_slab}.pools[0].entries[0]: Unreachable entry!
[11:34:56] [Server thread/INFO]: Processing recipes...
[11:34:56] [Server thread/WARN]: Failed to parse recipe 'autumnity:maple_pressure_plate[minecraft:crafting_shaped]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[11:34:56] [Server thread/WARN]: Failed to parse recipe 'woodenshears:wooden_shears[minecraft:crafting_shaped]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[11:34:56] [Server thread/WARN]: Failed to parse recipe 'autumnity:maple_button[minecraft:crafting_shapeless]'! Falling back to vanilla: ItemStack 'result' can't be empty!
[11:34:56] [Server thread/INFO]: Found 3648 recipes in 7.741 ms
[11:34:56] [Server thread/INFO]: Posted recipe events in 40.27 ms
[11:34:56] [KubeJS Recipe Event Worker 0/WARN]: Error parsing recipe burnt:gunpowder_recipe[minecraft:crafting_shapeless]: {"type":"minecraft:crafting_shapeless","category":"misc","ingredients":[{"item":"burnt:deleted_mod_element"},{"item":"burnt:deleted_mod_element"},{"item":"minecraft:gravel"}],"result":{"item":"minecraft:gunpowder","count":1}}: Unknown item 'burnt:deleted_mod_element'
[11:34:56] [Server thread/INFO]: Added 0 recipes, removed 651 recipes, modified 2 recipes, with 1 failed recipes in 3.128 ms
[11:34:56] [Server thread/INFO]: Clearing KubeJS recipe lists...
[11:34:56] [Server thread/ERROR]: Failed to load function enemyexpansion:silver_exes
java.util.concurrent.CompletionException: java.lang.IllegalArgumentException: Whilst parsing command on line 1: Incorrect argument for command at position 25: ...erfriends <--[HERE]
	at java.util.concurrent.CompletableFuture.encodeThrowable(CompletableFuture.java:315) ~[?:?]
	at java.util.concurrent.CompletableFuture.completeThrowable(CompletableFuture.java:320) ~[?:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.run(CompletableFuture.java:1770) ~[?:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.exec(CompletableFuture.java:1760) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:373) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1182) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(ForkJoinPool.java:1655) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:1622) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:165) ~[?:?]
Caused by: java.lang.IllegalArgumentException: Whilst parsing command on line 1: Incorrect argument for command at position 25: ...erfriends <--[HERE]
	at net.minecraft.commands.CommandFunction.m_77984_(CommandFunction.java:63) ~[client-1.20.1-20230612.114412-srg.jar%23478!/:?]
	at net.minecraft.server.ServerFunctionLibrary.m_214320_(ServerFunctionLibrary.java:83) ~[client-1.20.1-20230612.114412-srg.jar%23478!/:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.run(CompletableFuture.java:1768) ~[?:?]
	... 6 more
[11:34:56] [Server thread/INFO]: Loaded 3006 advancements
[11:34:56] [Server thread/INFO]: Registered 0 additional recipes.
[11:34:56] [Server thread/INFO]: Loaded 5 diet groups
[11:34:56] [Server thread/INFO]: Loaded 1 diet suites
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:zombie as entity.minecraft.zombie with weight 35, min day 0 and max day 20
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:zombie_villager as entity.minecraft.zombie_villager with weight 1, min day 0 and max day 20
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:zombie_horse as entity.minecraft.zombie_horse with weight 3, min day 20 and max day 40
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:husk as entity.minecraft.husk with weight 40, min day 20 and max day 40
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:drowned as entity.minecraft.drowned with weight 3, min day 30 and max day 40
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:zoglin as entity.minecraft.zoglin with weight 3, min day 40 and max day 40
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:zombified_piglin as entity.minecraft.zombified_piglin with weight 10, min day 40 and max day 0
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:husk as entity.minecraft.husk with weight 25, min day 50 and max day 0
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:zoglin as entity.minecraft.zoglin with weight 3, min day 50 and max day 0
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:zombie_horse as entity.minecraft.zombie_horse with weight 3, min day 50 and max day 0
[11:34:56] [Server thread/INFO]: loaded horde table hordes:default
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:drowned as entity.minecraft.drowned with weight 40, min day 0 and max day 20
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:drowned as entity.minecraft.drowned with weight 3, min day 30 and max day 40
[11:34:56] [Server thread/INFO]: loaded horde table hordes:drowned
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:zombie as entity.minecraft.zombie with weight 20, min day 0 and max day 20
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:skeleton as entity.minecraft.skeleton with weight 10, min day 20 and max day 30
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:spider as entity.minecraft.spider with weight 15, min day 20 and max day 30
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:creeper as entity.minecraft.creeper with weight 5, min day 30 and max day 30
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:husk as entity.minecraft.husk with weight 20, min day 30 and max day 50
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:stray as entity.minecraft.stray with weight 10, min day 40 and max day 50
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:cave_spider as entity.minecraft.cave_spider with weight 10, min day 40 and max day 50
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:witch as entity.minecraft.witch with weight 5, min day 40 and max day 50
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:pillager as entity.minecraft.pillager with weight 10, min day 40 and max day 50
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:zombified_piglin as entity.minecraft.zombified_piglin with weight 10, min day 40 and max day 50
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:zombie_horse as entity.minecraft.zombie_horse with weight 3, min day 40 and max day 50
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:wither_skeleton as entity.minecraft.wither_skeleton with weight 10, min day 50 and max day 0
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:phantom as entity.minecraft.phantom with weight 5, min day 50 and max day 50
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:vindicator as entity.minecraft.vindicator with weight 10, min day 50 and max day 50
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:zoglin as entity.minecraft.zoglin with weight 5, min day 40 and max day 40
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:ravager as entity.minecraft.ravager with weight 5, min day 50 and max day 50
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:evoker as entity.minecraft.evoker with weight 5, min day 50 and max day 50
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:piglin_brute as entity.minecraft.piglin_brute with weight 10, min day 60 and max day 0
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:cave_spider as entity.minecraft.cave_spider with weight 15, min day 60 and max day 0
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:zombie_horse as entity.minecraft.zombie_horse with weight 5, min day 60 and max day 0
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:ravager as entity.minecraft.ravager with weight 3, min day 60 and max day 0
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:phantom as entity.minecraft.phantom with weight 3, min day 60 and max day 0
[11:34:56] [Server thread/INFO]: loaded horde table hordes:mixed_mobs
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:pillager as entity.minecraft.pillager with weight 15, min day 0 and max day 0
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:vindicator as entity.minecraft.vindicator with weight 10, min day 0 and max day 0
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:witch as entity.minecraft.witch with weight 5, min day 20 and max day 0
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:ravager as entity.minecraft.ravager with weight 5, min day 30 and max day 40
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:evoker as entity.minecraft.evoker with weight 3, min day 40 and max day 40
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:illusioner as entity.minecraft.illusioner with weight 5, min day 50 and max day 0
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:ravager as entity.minecraft.ravager with weight 3, min day 50 and max day 0
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:ravager as entity.minecraft.ravager with weight 5, min day 50 and max day 0
[11:34:56] [Server thread/INFO]: loaded horde table hordes:illagers
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:skeleton as entity.minecraft.skeleton with weight 10, min day 0 and max day 20
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:skeleton as entity.minecraft.skeleton with weight 20, min day 0 and max day 30
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:skeleton_horse as entity.minecraft.skeleton_horse with weight 5, min day 20 and max day 50
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:stray as entity.minecraft.stray with weight 10, min day 20 and max day 0
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:wither_skeleton as entity.minecraft.wither_skeleton with weight 10, min day 40 and max day 0
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:skeleton_horse as entity.minecraft.skeleton_horse with weight 5, min day 40 and max day 0
[11:34:56] [Server thread/INFO]: loaded horde table hordes:skeletons
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:zombie as entity.minecraft.zombie with weight 15, min day 0 and max day 0
[11:34:56] [Server thread/INFO]: Loaded entity luminous_monsters:miner_zombie as entity.luminous_monsters.miner_zombie with weight 3, min day 0 and max day 0
[11:34:56] [Server thread/INFO]: Loaded entity legendarycreatures:forest_mojo as entity.minecraft.pig with weight 5, min day 14 and max day 0
[11:34:56] [Server thread/INFO]: Loaded entity enemyexpansion:huntsman as entity.enemyexpansion.huntsman with weight 5, min day 20 and max day 0
[11:34:56] [Server thread/INFO]: Loaded entity enemyexpansion:equestrian as entity.enemyexpansion.equestrian with weight 3, min day 30 and max day 0
[11:34:56] [Server thread/INFO]: Loaded entity alexsmobs:rocky_roller as entity.minecraft.pig with weight 4, min day 30 and max day 0
[11:34:56] [Server thread/INFO]: Loaded entity legendarycreatures:corpse_eater as entity.minecraft.pig with weight 4, min day 40 and max day 0
[11:34:56] [Server thread/INFO]: loaded horde table hordes:basic_rift
[11:34:56] [Server thread/INFO]: Loaded entity minecraft:zombie as entity.minecraft.zombie with weight 30, min day 0 and max day 0
[11:34:56] [Server thread/INFO]: loaded horde table hordes:fallback
[11:34:56] [Server thread/INFO]: loaded horde script hordes:default
[11:34:56] [Server thread/INFO]: Registered 0 gear_sets.
[11:34:56] [Server thread/INFO]: Loaded 7 cloud types
[11:34:56] [Server thread/INFO]: Reloading InsaneLib JsonFeature Json
[11:34:56] [Server thread/WARN]: No mob effect found with id stamina:vigour
[11:34:56] [Server thread/INFO]: Loaded 159 Anvil Recipes
[11:34:56] [Server thread/INFO]: Loaded 17 Item Statistics
[11:34:56] [Server thread/INFO]: Restored 22 Block Data
[11:34:56] [Server thread/INFO]: Loaded 22 Block Data
[11:34:56] [Server thread/INFO]: Loaded 23 Plant Growth Multipliers
[11:34:56] [Server thread/INFO]: Loaded 11 Livestock Data
[11:34:56] [Server thread/INFO]: CraftTweaker reload starting!
[11:34:56] [Server thread/INFO]: CraftTweaker reload complete!
[11:34:56] [Server thread/WARN]: Not all defined tags for registry ResourceKey[minecraft:root / minecraft:worldgen/biome] are present in data pack: forge:is_flutterfly, iguanatweaksreborn:has_more_iron_ore, minecraft:is_copper
[11:34:56] [Server thread/INFO]: Loaded 78 block growths configurations
[11:34:56] [Server thread/INFO]: Loaded 14 liquid generators configurations
[11:34:56] [Server thread/INFO]: Updating foods tag
[11:34:56] [Server thread/WARN]: Could not get holderSet
[11:34:56] [Server thread/INFO]: Applied 17 Item Statistics (Client side: false)
[11:34:56] [Server thread/INFO]: [EMI] Recipes synchronized, waiting for tags to reload EMI...
[11:34:56] [Server thread/INFO]: Generating diet values...
[11:34:56] [Server thread/INFO]: Finding ungrouped food items...
[11:34:56] [Server thread/INFO]: Found 152 ungrouped food items
[11:34:56] [Server thread/INFO]: Building item-to-recipes map...
[11:34:56] [Server thread/INFO]: Found 1696 valid items with recipes
[11:34:56] [Server thread/INFO]: Processing items...
[11:34:56] [Server thread/INFO]: Processed 288 items
[11:34:56] [Server thread/INFO]: Generating diet values took 3.705 ms
[11:34:56] [Server thread/INFO]: Reloaded with no KubeJS errors!
[11:34:56] [Server thread/INFO]: Server resource reload complete!
[11:34:56] [Server thread/INFO]: Updating foods tag
[11:34:56] [Server thread/WARN]: Could not get holderSet
[11:34:56] [Server thread/INFO]: Sending reload packet to clients
[11:34:56] [Server thread/INFO]: Nettoyage initial des items au sol effectué.
[11:34:56] [Server thread/INFO]: Changing view distance to 22, from 10
[11:34:56] [Server thread/INFO]: Changing simulation distance to 20, from 0
[11:34:57] [Netty Local Client IO #1/INFO]: Connected to a modded server.
[11:34:57] [Netty Local Client IO #1/INFO]: Canceling Microsoft telemetry
[11:34:57] [Server thread/INFO]: Den_lille[local:E:341309bd] logged in with entity id 956 at (-9.5, 67.0, 0.5)
[11:34:57] [Render thread/INFO]: Setting cached parameters
[11:34:57] [Server thread/INFO]: Den_lille joined the game
[11:34:57] [Render thread/INFO]: Loaded 21 premade structure models
[11:34:57] [Render thread/INFO]: Reloading pipeline on dimension change: NamespacedId{namespace='minecraft', name='overworld'} => NamespacedId{namespace='minecraft', name='overworld'}
[11:34:57] [Render thread/INFO]: Destroying pipeline NamespacedId{namespace='minecraft', name='overworld'}
[11:34:57] [Render thread/INFO]: Creating pipeline for dimension NamespacedId{namespace='minecraft', name='overworld'}
[11:34:57] [Netty Local Client IO #1/INFO]: Read 8231 bytes, 111 objects
[11:34:57] [Render thread/INFO]: Started 10 worker threads
[11:34:57] [Server thread/INFO]: Syncing config to Den_lille (7ed56862-d5bd-49fa-942d-17b4a366804a)
[11:34:57] [Render thread/INFO]: JEI StartEventObserver received class net.minecraftforge.client.event.ClientPlayerNetworkEvent$LoggingIn
[11:34:57] [Render thread/INFO]: JEI StartEventObserver transitioning state from DISABLED to ENABLED
[11:34:57] [Render thread/INFO]: Sending chop settings sync request
[11:34:57] [Render thread/INFO]: Restored 22 Block Data
[11:34:57] [Render thread/INFO]: JEI StartEventObserver received class net.minecraftforge.client.event.RecipesUpdatedEvent
[11:34:57] [Render thread/INFO]: [EMI] Tags synchronized, reloading EMI
[11:34:57] [Render thread/INFO]: [EMI] Starting Reload
